id,title,original_title,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,original_language,status,genres,production_companies,production_countries,belongs_to_collection,collection_name,director,composer,cast_top5,cast_top5_popularity,overview,tagline,roi,is_success,release_year,release_month,release_day_of_week,release_decade,release_season,main_genre,nb_genres,cast_avg_popularity,lead_actor_popularity,nb_production_companies,is_international,is_franchise,director_nb_movies_prior,director_avg_vote_prior,director_avg_roi_prior,genre_drama,genre_action,genre_comedy,genre_thriller,genre_adventure,genre_crime,genre_science_fiction,genre_fantasy,genre_horror,genre_family,genre_romance,genre_animation,inflation_factor,budget_2024,revenue_2024,franchise_position
12779,Swept Away,Swept Away,2002-10-11,89,10000000,598645,4.7,312,4.0067,en,Released,"['Comedy', 'Romance']","['Codi S.p.a.', 'Screen Gems', 'SKA Films']","['IT', 'GB']",False,,Guy Ritchie,Michel Colombier,"['Madonna', 'Adriano Giannini', 'Bruce Greenwood', 'Jeanne Tripplehorn', 'Elizabeth Banks']","[1.3277, 0.796, 2.9395, 1.9811, 5.3571]","Stranded and alone on a desert island during a cruise, a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue.",Paradise makes strange bedfellows.,-0.9401355,0,2002,10,4,2000,Automne,Comedy,2,2.48028,1.3277,3,1,0,2,7.9575,9.920081211851853,0,0,1,0,0,0,0,0,0,0,1,0,1.77,17700000.0,1059601.65,0.0
8051,Punch-Drunk Love,Punch-Drunk Love,2002-10-11,96,25000000,24665649,7.1,2731,4.1679,en,Released,"['Romance', 'Drama', 'Comedy']","['Revolution Studios', 'New Line Cinema', 'JoAnne Sellar Productions', 'Ghoulardi Film Company']",['US'],False,,Paul Thomas Anderson,Jon Brion,"['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman', 'Luis Guzmán', 'Mary Lynn Rajskub']","[6.2987, 2.44, 3.1968, 2.4554, 2.2356]",A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.,I have a love in my life. It makes me stronger than anything you can imagine.,-0.01337404,0,2002,10,4,2000,Automne,Romance,3,3.3253,6.2987,4,0,0,2,7.665,1.0914738945945945,1,0,1,0,0,0,0,0,0,0,1,0,1.77,44250000.0,43658198.73,0.0
9645,Ghost Ship,Ghost Ship,2002-10-25,91,35000000,71142361,6.0,2644,5.1383,en,Released,"['Horror', 'Mystery', 'Thriller']","['Village Roadshow Pictures', 'NPV Entertainment', 'Dark Castle Entertainment', 'Ghost Ship Films Pty. Ltd.', 'Warner Bros. Pictures']","['AU', 'US']",False,,Steve Beck,John Frizzell,"['Gabriel Byrne', 'Julianna Margulies', 'Desmond Harrington', 'Ron Eldard', 'Isaiah Washington']","[1.6838, 2.5757, 1.6378, 1.8088, 1.2295]","After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",Sea evil.,1.0326388857142856,1,2002,10,4,2000,Automne,Horror,3,1.7871199999999998,1.6838,5,1,0,1,6.286,0.6301895238095238,0,0,0,1,0,0,0,0,1,0,0,0,1.77,61950000.0,125921978.97,0.0
65,8 Mile,8 Mile,2002-11-08,111,41000000,242875078,7.142,7789,6.9782,en,Released,"['Drama', 'Music']","['Mikona Productions', 'Imagine Entertainment']","['DE', 'US']",False,,Curtis Hanson,,"['Eminem', 'Kim Basinger', 'Mekhi Phifer', 'Brittany Murphy', 'Evan Jones']","[1.9661, 2.3815, 2.1035, 2.4988, 0.9597]","For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",Every moment is another chance.,4.923782390243902,1,2002,11,4,2000,Automne,Drama,2,1.98192,1.9661,2,1,0,1,7.801,2.6061982857142856,1,0,0,0,0,0,0,0,0,0,0,0,1.77,72570000.0,429888888.06,0.0
9016,Treasure Planet,Treasure Planet,2002-11-26,96,140000000,109578115,7.565,4585,7.5519,en,Released,"['Science Fiction', 'Adventure', 'Animation', 'Family', 'Fantasy']",['Walt Disney Pictures'],['US'],False,,Ron Clements,James Newton Howard,"['Joseph Gordon-Levitt', 'Brian Murray', 'Emma Thompson', 'David Hyde Pierce', 'Martin Short']","[4.612, 0.3664, 8.0192, 1.4521, 2.4046]","When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",Find your place in the universe.,-0.2172991785714285,0,2002,11,1,2000,Automne,Science Fiction,5,3.3708599999999995,4.612,1,0,0,2,7.1745,3.0203649160714288,0,0,0,0,1,0,1,1,0,1,0,1,1.77,247800000.0,193953263.55,0.0
7299,Equilibrium,Equilibrium,2002-12-06,107,20000000,5400000,7.049,4994,5.0815,en,Released,"['Action', 'Science Fiction', 'Thriller']","['Dimension Films', 'Miramax', 'Blue Tulip Productions']",['US'],False,,Kurt Wimmer,,"['Christian Bale', 'Taye Diggs', 'Angus Macfadyen', 'Matthew Harbour', 'Sean Bean']","[5.204, 2.492, 1.2861, 0.3246, 4.0185]","In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.","In a future where freedom is outlawed, outlaws will become heroes.",-0.73,0,2002,12,4,2000,Hiver,Action,3,2.6650400000000003,5.204,3,0,0,0,6.80411559139785,1.8808109733333331,0,1,0,1,0,0,1,0,0,0,0,0,1.77,35400000.0,9558000.0,0.0
1574,Chicago,Chicago,2002-12-10,113,45000000,306776732,7.127,2894,3.8071,en,Released,"['Comedy', 'Crime', 'Drama']","['Miramax', 'The Producer Circle Co.', 'Storyline Entertainment']",['US'],False,,Rob Marshall,Danny Elfman,"['Renée Zellweger', 'Catherine Zeta-Jones', 'Richard Gere', 'Queen Latifah', 'Ekaterina Chtchelkanova']","[3.6128, 7.3175, 6.9176, 2.0925, 0.1745]",Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,"If you can't be famous, be infamous.",5.817260711111111,1,2002,12,1,2000,Hiver,Comedy,3,4.02298,3.6128,3,0,0,0,6.80411559139785,1.8808109733333331,1,0,1,0,0,1,0,0,0,0,0,0,1.77,79650000.0,542994815.64,0.0
7303,Maid in Manhattan,Maid in Manhattan,2002-12-13,105,55000000,154906693,6.137,2045,2.8667,en,Released,"['Comedy', 'Drama', 'Romance']","['Red Om Films', 'Revolution Studios']",['US'],False,,Wayne Wang,Alan Silvestri,"['Jennifer Lopez', 'Ralph Fiennes', 'Natasha Richardson', 'Stanley Tucci', 'Tyler Posey']","[5.8881, 4.0438, 1.1757, 7.2937, 2.2585]","Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",...love checks in.,1.8164853272727275,1,2002,12,4,2000,Hiver,Comedy,3,4.13196,5.8881,2,0,0,0,6.80411559139785,1.8808109733333331,1,0,1,0,0,0,0,0,0,0,1,0,1.77,97350000.0,274184846.61,0.0
11852,The Hot Chick,The Hot Chick,2002-12-13,104,34000000,54639553,6.358,2160,6.1284,en,Released,"['Comedy', 'Fantasy']","['Touchstone Pictures', 'Happy Madison Productions']",['US'],False,,Tom Brady,John Debney,"['Rob Schneider', 'Anna Faris', 'Matthew Lawrence', 'Eric Christian Olsen', 'Robert Davi']","[2.0909, 3.8952, 1.2289, 1.5931, 2.0274]","Not only is Jessica Spencer the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive, a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom.",The hottest chick in town just switched bodies with the luckiest loser in the world.,0.6070456764705883,0,2002,12,4,2000,Hiver,Comedy,2,2.1671,2.0909,2,0,0,0,6.80411559139785,1.8808109733333331,0,0,1,0,0,0,0,1,0,0,0,0,1.77,60180000.0,96712008.81,0.0
3131,Gangs of New York,Gangs of New York,2002-12-14,168,100000000,193772504,7.315,7179,4.9223,en,Released,"['Drama', 'History', 'Crime']","['Miramax', 'Touchstone Pictures', 'Initial Entertainment Group', 'Alberto Grimaldi Productions']","['US', 'IT']",False,,Martin Scorsese,Howard Shore,"['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz', 'Jim Broadbent', 'John C. Reilly']","[8.786, 2.3691, 6.6577, 2.3746, 2.1539]","In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people.",America was born in the streets.,0.93772504,0,2002,12,5,2000,Hiver,Drama,3,4.46826,8.786,4,1,0,5,7.6930000000000005,1.9004062321490682,1,0,0,0,0,1,0,0,0,0,0,0,1.77,177000000.0,342977332.08,0.0
640,Catch Me If You Can,Catch Me If You Can,2002-12-16,141,52000000,352114312,7.978,17022,11.7803,en,Released,"['Drama', 'Crime']","['Kemp Company', 'Splendid Pictures', 'DreamWorks Pictures', 'Parkes+MacDonald Production']",['US'],False,,Steven Spielberg,John Williams,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen', 'Nathalie Baye']","[8.6338, 12.1326, 3.1963, 1.9791, 3.4211]","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",The true story of a real fake.,5.771429076923077,1,2002,12,0,2000,Hiver,Drama,2,5.87258,8.6338,4,0,0,11,7.646090909090909,14.230920389354544,1,0,0,0,0,1,0,0,0,0,0,0,1.77,92040000.0,623242332.24,0.0
2642,Two Weeks Notice,Two Weeks Notice,2002-12-19,101,60000000,199043242,6.358,2197,3.3348,en,Released,"['Romance', 'Comedy']","['Fortis Films', 'Castle Rock Entertainment', 'Village Roadshow Pictures', 'NPV Entertainment']",['US'],False,,Marc Lawrence,John Powell,"['Sandra Bullock', 'Hugh Grant', 'Dana Ivey', 'Robert Klein', 'Alicia Witt']","[11.5598, 2.4633, 0.9389, 0.5235, 2.1939]","Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",Over. Done. Finished. A comedy about love at last glance.,2.3173873666666664,1,2002,12,3,2000,Hiver,Romance,2,3.53588,11.5598,4,0,0,0,6.80411559139785,1.8808109733333331,0,0,1,0,0,0,0,0,0,0,1,0,1.77,106200000.0,352306538.34,0.0
79,Hero,英雄,2002-12-19,99,31000000,177394432,7.509,2481,7.9195,zh,Released,"['Drama', 'Adventure', 'Action', 'History']","['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production', 'Elite Group Enterprises', 'Edko Films', 'Sil-Metropole Organisation', 'Zhang Yimou Studio']","['HK', 'CN']",False,,Zhang Yimou,Tan Dun,"['Jet Li', 'Tony Leung Chiu-wai', 'Maggie Cheung', 'Donnie Yen', 'Zhang Ziyi']","[4.9475, 5.8466, 2.83, 3.9525, 2.3405]","During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.",One man's strength will unite an empire.,4.722401032258064,1,2002,12,3,2000,Hiver,Drama,4,3.98342,4.9475,6,1,0,1,7.915,15.6,1,1,0,0,1,0,0,0,0,0,0,0,1.77,54870000.0,313988144.64,0.0
1817,Phone Booth,Phone Booth,2003-01-06,81,13000000,97837138,6.867,4133,4.195,en,Released,"['Thriller', 'Crime']","['Fox 2000 Pictures', 'Zucker/Netter Productions']",['US'],False,,Joel Schumacher,Harry Gregson-Williams,"['Colin Farrell', 'Kiefer Sutherland', 'Forest Whitaker', 'Radha Mitchell', 'Katie Holmes']","[8.1845, 4.1536, 3.7852, 2.4964, 6.3646]","A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",No options. No lies. No fear. No deals. Just keep talking.,6.525933692307692,1,2003,1,0,2000,Hiver,Thriller,2,4.99686,8.1845,2,0,0,8,6.424125,1.737342888452363,0,0,0,1,0,1,0,0,0,0,0,0,1.73,22490000.0,169258248.74,0.0
12090,Just Married,Just Married,2003-01-08,95,18000000,101564935,5.779,1458,4.0561,en,Released,"['Romance', 'Comedy']","['Robert Simonds Productions', '20th Century Fox', 'Mediastream Dritte Film']","['DE', 'US']",False,,Shawn Levy,Christophe Beck,"['Ashton Kutcher', 'Brittany Murphy', 'Christian Kane', 'David Moscow', 'Monet Mazur']","[5.7113, 2.4988, 1.1218, 0.801, 0.8893]","Although Tom Leezak and Sarah McNerney come from different worlds, they are both unexpectedly swept off their feet after their first meeting. They quickly fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. After their wedding, the happy couple sets off - with the highest of hopes and ideals about love and marriage - on what they expect will be the perfect honeymoon in Italy. Thanks to a relentless string of bad luck with one disaster after another, and an impromptu visit from Sarah's wealthy one-time ex-lover Peter Prentiss, the newlyweds experience the honeymoon from hell that tests the limits of their young love.  Is it worth throwing away their love and marriage?",It was the perfect honeymoon...until it began.,4.642496388888889,1,2003,1,2,2000,Hiver,Romance,2,2.20444,5.7113,3,1,0,0,6.80411559139785,1.8808109733333331,0,0,1,0,0,0,0,0,0,0,1,0,1.73,31140000.0,175707337.55,0.0
7090,Ken Park,Ken Park,2003-01-30,97,1300000,447741,5.987,676,5.542,en,Released,['Drama'],"['Cinéa', 'Kasander Film Company', 'Ken Park, Inc.']","['US', 'FR', 'NL']",False,,Larry Clark,,"['James Ransone', 'Tiffany Limos', 'Stephen Jasso', 'James Bullard', 'Mike Apaletegui']","[3.1655, 0.3333, 0.1338, 0.1455, 0.053]","Teen skater Ken Park (nicknamed Krap Nek; his name spelled and pronounced backward) kills himself at a Visalia skate park; his death bookends the lives of four other young people who knew him: Shawn, the most conventional; Tate brims with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother; and Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",,-0.6555838461538461,0,2003,1,3,2000,Hiver,Drama,1,0.76622,3.1655,3,1,0,1,6.893,12.608144,1,0,0,0,0,0,0,0,0,0,0,0,1.73,2249000.0,774591.9299999999,0.0
9919,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,2003-02-07,116,50000000,177500000,6.863,4448,9.4279,en,Released,"['Comedy', 'Romance']","['Paramount Pictures', 'Robert Evans Productions', 'Lynda Obst Productions', 'Christine Peters Productions']",['US'],False,,Donald Petrie,David Newman,"['Kate Hudson', 'Matthew McConaughey', 'Kathryn Hahn', 'Annie Parisse', 'Adam Goldberg']","[5.3749, 6.9203, 2.4247, 1.6673, 1.9449]","It's the battle of wills, as Andie needs to prove she can dump a guy in 10 days, whereas Ben needs to prove he can win a girl in 10 days. Now, the clock is ticking—and the wildly entertaining comedy smash is off and running in this irresistible tale of sex, lies and outrageous romantic fireworks!",One of them is lying. So is the other.,2.55,1,2003,2,4,2000,Hiver,Comedy,2,3.66642,5.3749,4,0,0,2,6.218999999999999,1.8316525055555557,0,0,1,0,0,0,0,0,0,0,1,0,1.73,86500000.0,307075000.0,0.0
9480,Daredevil,Daredevil,2003-02-14,103,78000000,179179718,5.294,5441,6.863,en,Released,"['Fantasy', 'Action']","['Marvel Enterprises', 'New Regency Pictures', 'Epsilon Motion Pictures', 'Regency Enterprises', '20th Century Fox']","['CH', 'US']",False,,Mark Steven Johnson,Graeme Revell,"['Ben Affleck', 'Jennifer Garner', 'Colin Farrell', 'Michael Clarke Duncan', 'Jon Favreau']","[6.5623, 5.2103, 8.1845, 2.32, 4.7364]",A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.,"When the streets have gone to Hell, have faith in the devil.",1.2971758717948718,1,2003,2,4,2000,Hiver,Fantasy,2,5.4027,6.5623,5,1,0,0,6.80411559139785,1.8808109733333331,0,1,0,0,0,0,0,1,0,0,0,0,1.73,134940000.0,309980912.14,0.0
11635,Old School,Old School,2003-02-21,92,24000000,87100000,6.627,2097,6.8614,en,Released,['Comedy'],"['The Montecito Picture Company', 'DreamWorks Pictures']",['US'],False,,Todd Phillips,Theodore Shapiro,"['Luke Wilson', 'Will Ferrell', 'Vince Vaughn', 'Jeremy Piven', 'Ellen Pompeo']","[2.3837, 2.8936, 2.491, 2.9278, 2.1804]",Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,All the fun of college. None of the education.,2.629166666666667,1,2003,2,4,2000,Hiver,Comedy,1,2.5753,2.3837,2,0,0,1,6.24,6.484642375,0,0,1,0,0,0,0,0,0,0,0,0,1.73,41520000.0,150683000.0,0.0
10623,Cradle 2 the Grave,Cradle 2 the Grave,2003-02-28,101,25000000,56500000,6.104,1020,3.9091,en,Released,"['Action', 'Crime', 'Drama']","['Silver Pictures', 'Warner Bros. Pictures']",['US'],False,,Andrzej Bartkowiak,John Frizzell,"['Jet Li', 'DMX', 'Gabrielle Union', 'Anthony Anderson', 'Tom Arnold']","[4.9475, 0.5288, 2.8272, 1.8837, 1.191]","Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",Born 2 the life. True 2 the code. Bad 2 the bone.,1.26,1,2003,2,4,2000,Hiver,Action,3,2.27564,4.9475,2,0,0,1,6.267,2.6414704,1,1,0,0,0,1,0,0,0,0,0,0,1.73,43250000.0,97745000.0,0.0
9567,Tears of the Sun,Tears of the Sun,2003-03-07,121,75000000,86500000,6.888,2602,5.996,en,Released,"['War', 'Action', 'Drama']","['Revolution Studios', 'Cheyenne Enterprises', 'Michael Lobell Productions']",['US'],False,,Antoine Fuqua,Lisa Gerrard,"['Bruce Willis', 'Monica Bellucci', 'Cole Hauser', 'Eamonn Walker', 'Johnny Messner']","[5.8346, 13.0921, 9.7097, 1.5345, 1.087]","Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",He was trained to follow orders. He became a hero by defying them.,0.1533333333333333,0,2003,3,4,2000,Printemps,War,3,6.25158,5.8346,3,0,0,1,7.519,1.3311111111111111,1,1,0,0,0,0,0,0,0,0,0,0,1.73,129750000.0,149645000.0,0.0
6171,Dreamcatcher,Dreamcatcher,2003-03-21,134,68000000,81240206,5.639,1898,3.6403,en,Released,"['Drama', 'Horror', 'Science Fiction', 'Thriller']","['Kasdan Pictures', 'Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'WV Films II']",['US'],False,,Lawrence Kasdan,James Newton Howard,"['Thomas Jane', 'Damian Lewis', 'Morgan Freeman', 'Jason Lee', 'Timothy Olyphant']","[3.0695, 2.8762, 10.9279, 1.7757, 4.1542]","Four childhood friends reunite for a hunting trip in the Maine woods, bound by a psychic force born from a childhood friend's dreamcatcher. They find themselves caught in a grotesque alien invasion that twists memory, sanity and reality into something far more sinister.",Evil Slips Through,0.1947089117647059,0,2003,3,4,2000,Printemps,Drama,4,4.5607,3.0695,5,0,0,3,6.906,0.49017732413158505,1,0,0,1,0,0,1,0,1,0,0,0,1.73,117640000.0,140545556.38,0.0
10735,What a Girl Wants,What a Girl Wants,2003-03-27,105,20000000,50700000,6.306,1717,3.1134,en,Released,"['Comedy', 'Romance', 'Drama', 'Family']","['Sloane Square Films', 'Di Novi Pictures', 'Gaylord Films', 'Gerber Pictures', 'HSI Tomorrow Film', 'Warner Bros. Pictures']","['US', 'GB']",False,,Dennie Gordon,Rupert Gregson-Williams,"['Amanda Bynes', 'Colin Firth', 'Kelly Preston', 'Eileen Atkins', 'Anna Chancellor']","[2.9989, 3.396, 1.7127, 0.9058, 1.404]","An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",Trying to fit in. Born to stand out.,1.535,1,2003,3,3,2000,Printemps,Comedy,4,2.08348,2.9989,6,1,0,0,6.80411559139785,1.8808109733333331,1,0,1,0,0,0,0,0,0,1,1,0,1.73,34600000.0,87711000.0,0.0
9341,The Core,The Core,2003-03-28,136,60000000,74208267,5.816,2131,4.8115,en,Released,"['Science Fiction', 'Adventure', 'Thriller']","['Paramount Pictures', 'David Foster Productions', 'HorsePower Entertainment', 'Core Productions', 'LivePlanet', 'Munich Film Partners New Century & Company (MFP) Core Productions']","['US', 'CA', 'DE']",False,,Jon Amiel,Christopher Young,"['Aaron Eckhart', 'Hilary Swank', 'Delroy Lindo', 'Stanley Tucci', 'Tchéky Karyo']","[2.5327, 5.9629, 2.0093, 7.2937, 1.0795]","Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",The only way out is in.,0.23680445,0,2003,3,4,2000,Printemps,Science Fiction,3,3.77562,2.5327,6,1,0,1,6.48,0.6,0,0,0,1,1,0,1,0,0,0,0,0,1.73,103800000.0,128380301.91,0.0
9506,Anger Management,Anger Management,2003-04-11,106,75000000,195745823,6.161,3427,4.2381,en,Released,['Comedy'],"['Columbia Pictures', 'Revolution Studios', 'Happy Madison Productions']",['US'],False,,Peter Segal,Teddy Castellucci,"['Adam Sandler', 'Jack Nicholson', 'Marisa Tomei', 'Luis Guzmán', 'Allen Covert']","[6.2987, 3.3921, 5.5869, 2.4554, 0.8902]","After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",Feel the love.,1.6099443066666668,1,2003,4,4,2000,Printemps,Comedy,1,3.72466,6.2987,3,0,0,1,6.505,3.4010866,0,0,1,0,0,0,0,0,0,0,0,0,1.73,129750000.0,338640273.79,0.0
8326,Holes,Holes,2003-04-18,117,20000000,71406573,6.903,1534,4.3895,en,Released,"['Adventure', 'Family', 'Drama', 'Comedy']","['Phoenix Pictures', 'Chicago Pacific Entertainment', 'Walden Media', 'Walt Disney Pictures', 'Summit Entertainment']",['US'],False,,Andrew Davis,Joel McNeely,"['Shia LaBeouf', 'Khleo Thomas', 'Sigourney Weaver', 'Jon Voight', 'Tim Blake Nelson']","[3.4666, 1.1999, 6.9859, 2.7156, 2.0647]","After being wrongfully convicted for stealing a pair of shoes, Stanley Yelnats is sent away to Camp Green Lake, a boys detention facility where inmates are forced to dig holes all day in the hot desert sun as a form of character building. As he endures the brutal routine, Stanley begins to uncover a hidden truth behind the camp—one that connects to a dangerous secret and his family’s history.",Some secrets are too big to keep hidden.,2.57032865,1,2003,4,4,2000,Printemps,Adventure,4,3.28654,3.4666,5,0,0,4,6.60925,3.2910630243506493,1,0,1,0,1,0,0,0,0,1,0,0,1.73,34600000.0,123533371.28999999,0.0
11423,Memories of Murder,살인의 추억,2003-04-25,131,2800000,26000000,8.057,4556,10.4627,ko,Released,"['Crime', 'Drama', 'Thriller']","['CJ Entertainment', 'Muhan Investment', 'Sidus']",['KR'],False,,Bong Joon Ho,Taro Iwashiro,"['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roi-ha', 'Song Jae-ho', 'Byun Hee-bong']","[2.0942, 1.2988, 1.4317, 0.9463, 1.1372]","A sadistic serial rapist and murderer of young women terrorizes a small province in 1980s South Korea. To prevent further crimes, three increasingly desperate detectives with conflicting methods race against time to unravel the violent mind of the killer in a futile effort to solve the case.",The worst of them will stay with you... forever.,8.285714285714286,1,2003,4,4,2000,Printemps,Crime,3,1.38164,2.0942,3,0,0,0,6.80411559139785,1.8808109733333331,1,0,0,1,0,1,0,0,0,0,0,0,1.73,4844000.0,44980000.0,0.0
2832,Identity,Identity,2003-04-25,90,28000000,90259536,7.179,4326,12.6587,en,Released,"['Mystery', 'Thriller']","['Konrad Pictures', 'Columbia Pictures']",['US'],False,,James Mangold,Alan Silvestri,"['John Cusack', 'Ray Liotta', 'Amanda Peet', 'John Hawkes', 'Alfred Molina']","[2.5483, 2.1846, 3.08, 1.0274, 4.406]","Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",The secret lies within.,2.223554857142857,1,2003,4,4,2000,Printemps,Mystery,2,2.64926,2.5483,2,0,0,2,7.186,1.7279319625,0,0,0,1,0,0,0,0,0,0,0,0,1.73,48440000.0,156148997.28,0.0
55931,The Animatrix,The Animatrix,2003-05-09,102,5000000,68000000,7.214,1761,4.4635,en,Released,"['Animation', 'Science Fiction']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Silver Pictures', 'Square USA', 'STUDIO4℃', 'Madhouse', 'D N A']","['JP', 'US', 'KR']",False,,Koji Morimoto,Don Davis,"['Keanu Reeves', 'Carrie-Anne Moss', 'Clayton Watson', 'Pamela Adlon', 'Melinda Clarke']","[9.9533, 2.5385, 0.6298, 1.8964, 1.0333]","Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated.",Free your mind.,12.6,1,2003,5,4,2000,Printemps,Animation,2,3.2102600000000003,9.9533,7,1,0,0,6.80411559139785,1.8808109733333331,0,0,0,0,0,0,1,0,0,0,0,1,1.73,8650000.0,117640000.0,0.0
9654,The Italian Job,The Italian Job,2003-05-30,110,60000000,176070171,6.787,5981,6.8885,en,Released,"['Action', 'Crime']","['De Line Pictures', 'Working Title Films', 'Paramount Pictures', 'Peninsula Films', 'Senator International']","['FR', 'GB', 'US']",False,,F. Gary Gray,John Powell,"['Mark Wahlberg', 'Charlize Theron', 'Edward Norton', 'Seth Green', 'Jason Statham']","[8.0443, 10.828, 5.6094, 3.2751, 16.0085]","Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",Get in. Get out. Get even.,1.93450285,1,2003,5,4,2000,Printemps,Action,2,8.753060000000001,8.0443,5,1,0,2,7.1235,3.4763222385714285,0,1,0,0,0,1,0,0,0,0,0,0,1.73,103800000.0,304601395.83,0.0
